Delivery_ID,Order_ID,Dispatch_Date,Delivery_Date,Carrier,Delivery_Status
DEL01410,ORD01410,2024-05-15,2024-05-19,Delhivery,Delivered
DEL01411,ORD01411,2024-09-12,2024-09-17,Delhivery,Delivered
DEL01412,ORD01412,2025-09-23,2025-09-26,Xpressbees,Delivered
DEL01413,ORD01413,2025-09-14,2025-09-16,Blue Dart,Delivered
DEL01414,ORD01414,2024-09-27,2024-10-01,Delhivery,Delivered
DEL01415,ORD01415,2025-04-23,2025-04-28,Ecom Express,Delivered
DEL01416,ORD01416,2025-02-22,2025-03-03,Blue Dart,Delayed
DEL01417,ORD01417,2024-11-17,2024-11-21,Xpressbees,Delivered
DEL01418,ORD01418,2024-10-10,2024-10-15,DTDC,Delivered
DEL01419,ORD01419,2025-09-25,2025-09-29,Delhivery,Delivered
DEL01420,ORD01420,2025-12-01,2025-12-09,Ecom Express,Delayed
DEL01421,ORD01421,2024-08-22,2024-08-26,Ecom Express,Delivered
DEL01422,ORD01422,2024-12-29,2025-01-04,Xpressbees,Delivered
DEL01423,ORD01423,2025-06-05,2025-06-11,Ecom Express,Delivered
DEL01424,ORD01424,2025-08-08,2025-08-12,DTDC,Delivered
DEL01425,ORD01425,2024-05-28,2024-05-30,Ecom Express,Delivered
DEL01426,ORD01426,2025-10-30,2025-11-01,Delhivery,Delivered
DEL01427,ORD01427,2024-02-16,2024-02-20,Xpressbees,Delivered
DEL01428,ORD01428,2024-11-18,2024-11-21,Ecom Express,Delivered
DEL01429,ORD01429,2025-01-24,2025-01-27,Xpressbees,Delivered
DEL01430,ORD01430,2025-10-26,2025-10-28,Blue Dart,Delivered
DEL01431,ORD01431,2025-10-08,2025-10-11,Ecom Express,Delivered
DEL01432,ORD01432,2024-02-23,2024-02-26,Ecom Express,Delivered
DEL01433,ORD01433,2024-10-03,2024-10-05,Blue Dart,Delivered
DEL01434,ORD01434,2025-01-06,2025-01-08,DTDC,Delivered
DEL01435,ORD01435,2024-09-04,2024-09-07,Xpressbees,Delivered
DEL01436,ORD01436,2024-03-21,2024-03-23,Ecom Express,Delivered
DEL01437,ORD01437,2025-03-04,2025-03-06,Ecom Express,Delivered
DEL01438,ORD01438,2025-11-21,2025-11-25,Blue Dart,Delivered
DEL01439,ORD01439,2024-11-19,2024-11-28,Ecom Express,Delayed
DEL01440,ORD01440,2025-08-14,2025-08-22,Blue Dart,Delayed
DEL01441,ORD01441,2025-03-05,2025-03-08,Blue Dart,Delivered
DEL01442,ORD01442,2024-02-04,2024-02-07,DTDC,Delivered
DEL01443,ORD01443,2024-05-16,2024-05-18,Blue Dart,Delivered
DEL01444,ORD01444,2025-12-16,2025-12-19,Delhivery,Delivered
DEL01445,ORD01445,2024-12-10,2024-12-16,DTDC,Delivered
DEL01446,ORD01446,2024-03-18,2024-03-25,Xpressbees,Delayed
DEL01447,ORD01447,2025-03-23,2025-03-26,Delhivery,Delivered
DEL01448,ORD01448,2025-08-26,2025-09-02,DTDC,Delayed
DEL01449,ORD01449,2025-09-01,2025-09-06,Ecom Express,Delivered
DEL01450,ORD01450,2025-08-25,2025-08-28,DTDC,Delivered
DEL01451,ORD01451,2025-07-31,2025-08-02,Blue Dart,Delivered
DEL01452,ORD01452,2024-10-21,2024-10-27,DTDC,Delivered
DEL01453,ORD01453,2024-02-12,2024-02-17,Xpressbees,Delivered
DEL01454,ORD01454,2024-11-17,2024-11-19,Delhivery,Delivered
DEL01455,ORD01455,2025-05-13,2025-05-17,DTDC,Delivered
DEL01456,ORD01456,2025-09-13,2025-09-16,Ecom Express,Delivered
DEL01457,ORD01457,2024-08-01,2024-08-07,Xpressbees,Delivered
DEL01458,ORD01458,2025-07-07,2025-07-11,Blue Dart,Delivered
DEL01459,ORD01459,2025-01-14,2025-01-20,Xpressbees,Delivered
DEL01460,ORD01460,2024-05-09,2024-05-14,Ecom Express,Delivered
DEL01461,ORD01461,2024-05-04,2024-05-08,Blue Dart,Delivered
DEL01462,ORD01462,2024-10-12,2024-10-18,Delhivery,Delivered
DEL01463,ORD01463,2024-03-18,2024-03-25,DTDC,Delayed
DEL01464,ORD01464,2025-06-09,2025-06-11,Blue Dart,Delivered
DEL01465,ORD01465,2025-03-21,2025-03-25,Ecom Express,Delivered
DEL01466,ORD01466,2025-10-03,2025-10-06,Xpressbees,Delivered
DEL01467,ORD01467,2024-08-13,2024-08-15,Delhivery,Delivered
DEL01468,ORD01468,2024-07-10,2024-07-12,DTDC,Delivered
DEL01469,ORD01469,2025-06-14,2025-06-18,Ecom Express,Delivered
DEL01470,ORD01470,2025-09-17,2025-09-23,Blue Dart,Delivered
DEL01471,ORD01471,2025-01-25,2025-02-03,Delhivery,Delayed
DEL01472,ORD01472,2025-11-03,2025-11-05,Delhivery,Delivered
DEL01473,ORD01473,2025-05-11,2025-05-15,Xpressbees,Delivered
DEL01474,ORD01474,2024-04-09,2024-04-12,Blue Dart,Delivered
DEL01475,ORD01475,2024-11-29,2024-12-02,Xpressbees,Delivered
DEL01476,ORD01476,2025-11-08,2025-11-11,Blue Dart,Delivered
DEL01477,ORD01477,2025-05-10,2025-05-13,Xpressbees,Delivered
DEL01478,ORD01478,2024-10-24,2024-10-31,Ecom Express,Delayed
DEL01479,ORD01479,2024-11-27,2024-12-01,Xpressbees,Delivered
DEL01480,ORD01480,2025-02-12,2025-02-15,Ecom Express,Delivered
DEL01481,ORD01481,2025-10-14,2025-10-17,Xpressbees,Delivered
DEL01482,ORD01482,2024-06-20,2024-06-28,Blue Dart,Delayed
DEL01483,ORD01483,2025-09-19,2025-09-22,Xpressbees,Delivered
DEL01484,ORD01484,2024-01-24,2024-01-26,Xpressbees,Delivered
DEL01485,ORD01485,2025-07-22,2025-07-25,Blue Dart,Delivered
DEL01486,ORD01486,2024-06-09,2024-06-16,Ecom Express,Delayed
DEL01487,ORD01487,2024-06-16,2024-06-22,Xpressbees,Delivered
DEL01488,ORD01488,2024-09-13,2024-09-17,Xpressbees,Delivered
DEL01489,ORD01489,2024-04-16,2024-04-18,Xpressbees,Delivered
DEL01490,ORD01490,2024-01-25,2024-01-31,Delhivery,Delivered
DEL01491,ORD01491,2025-01-21,2025-01-26,Blue Dart,Delivered
DEL01492,ORD01492,2024-03-28,2024-04-01,DTDC,Delivered
DEL01493,ORD01493,2025-03-01,2025-03-07,Delhivery,Delivered
DEL01494,ORD01494,2024-04-08,2024-04-14,Delhivery,Delivered
DEL01495,ORD01495,2024-11-17,2024-11-23,Delhivery,Delivered
DEL01496,ORD01496,2024-10-07,2024-10-11,Ecom Express,Delivered
DEL01497,ORD01497,2025-04-28,2025-05-02,DTDC,Delivered
DEL01498,ORD01498,2025-07-30,2025-08-02,Blue Dart,Delivered
DEL01499,ORD01499,2025-01-27,2025-01-30,Blue Dart,Delivered
DEL01500,ORD01500,2025-07-14,2025-07-18,Delhivery,Delivered
DEL01501,ORD01501,2025-02-10,2025-02-17,DTDC,Delayed
DEL01502,ORD01502,2025-10-20,2025-10-22,Ecom Express,Delivered
DEL01503,ORD01503,2025-07-28,2025-07-31,Ecom Express,Delivered
DEL01504,ORD01504,2025-02-17,2025-02-22,Ecom Express,Delivered
DEL01505,ORD01505,2024-08-28,2024-09-05,Ecom Express,Delayed
DEL01506,ORD01506,2024-06-05,2024-06-07,Blue Dart,Delivered
DEL01507,ORD01507,2024-01-06,2024-01-11,Ecom Express,Delivered
DEL01508,ORD01508,2025-05-26,2025-06-02,Blue Dart,Delayed
DEL01509,ORD01509,2025-07-23,2025-07-28,DTDC,Delivered
DEL01510,ORD01510,2024-05-12,2024-05-14,Ecom Express,Delivered
DEL01511,ORD01511,2024-07-21,2024-07-23,Delhivery,Delivered
DEL01512,ORD01512,2025-06-21,2025-06-24,Ecom Express,Delivered
DEL01513,ORD01513,2024-11-01,2024-11-04,Xpressbees,Delivered
DEL01514,ORD01514,2024-10-04,2024-10-09,Blue Dart,Delivered
DEL01515,ORD01515,2024-05-25,2024-05-29,Ecom Express,Delivered
DEL01516,ORD01516,2025-01-17,2025-01-20,Xpressbees,Delivered
DEL01517,ORD01517,2024-05-20,2024-05-27,Blue Dart,Delayed
DEL01518,ORD01518,2024-07-04,2024-07-10,Ecom Express,Delivered
DEL01519,ORD01519,2024-07-23,2024-07-26,Ecom Express,Delivered
DEL01520,ORD01520,2025-10-01,2025-10-05,Xpressbees,Delivered
DEL01521,ORD01521,2024-08-19,2024-08-23,Delhivery,Delivered
DEL01522,ORD01522,2025-03-12,2025-03-18,Blue Dart,Delivered
DEL01523,ORD01523,2025-07-30,2025-08-02,Blue Dart,Delivered
DEL01524,ORD01524,2024-08-09,2024-08-15,Ecom Express,Delivered
DEL01525,ORD01525,2025-06-20,2025-06-25,DTDC,Delivered
DEL01526,ORD01526,2025-09-11,2025-09-15,Delhivery,Delivered
DEL01527,ORD01527,2024-08-25,2024-09-02,DTDC,Delayed
DEL01528,ORD01528,2024-01-03,2024-01-07,Xpressbees,Delivered
DEL01529,ORD01529,2025-03-13,2025-03-19,DTDC,Delivered
DEL01530,ORD01530,2024-09-04,2024-09-07,Blue Dart,Delivered
DEL01531,ORD01531,2024-12-30,2025-01-02,Xpressbees,Delivered
DEL01532,ORD01532,2024-08-08,2024-08-10,DTDC,Delivered
DEL01533,ORD01533,2025-03-23,2025-03-27,Delhivery,Delivered
DEL01534,ORD01534,2024-05-05,2024-05-11,Delhivery,Delivered
DEL01535,ORD01535,2025-01-09,2025-01-14,Blue Dart,Delivered
DEL01536,ORD01536,2024-08-06,2024-08-11,Ecom Express,Delivered
DEL01537,ORD01537,2024-01-13,2024-01-15,Xpressbees,Delivered
DEL01538,ORD01538,2024-11-15,2024-11-20,Delhivery,Delivered
DEL01539,ORD01539,2025-09-13,2025-09-18,Blue Dart,Delivered
DEL01540,ORD01540,2024-02-15,2024-02-19,Xpressbees,Delivered
DEL01541,ORD01541,2024-02-02,2024-02-06,Blue Dart,Delivered
DEL01542,ORD01542,2025-05-01,2025-05-05,Ecom Express,Delivered
DEL01543,ORD01543,2026-01-02,2026-01-05,Xpressbees,Delivered
DEL01544,ORD01544,2024-05-03,2024-05-08,Ecom Express,Delivered
DEL01545,ORD01545,2025-07-12,2025-07-18,Ecom Express,Delivered
DEL01546,ORD01546,2025-11-21,2025-11-24,Ecom Express,Delivered
DEL01547,ORD01547,2025-01-11,2025-01-13,Xpressbees,Delivered
DEL01548,ORD01548,2025-11-17,2025-11-24,Blue Dart,Delayed
DEL01549,ORD01549,2024-10-02,2024-10-05,Delhivery,Delivered
DEL01550,ORD01550,2025-12-06,2025-12-10,Ecom Express,Delivered
DEL01551,ORD01551,2024-01-05,2024-01-07,Delhivery,Delivered
DEL01552,ORD01552,2025-08-05,2025-08-07,Delhivery,Delivered
DEL01553,ORD01553,2024-07-06,2024-07-08,Delhivery,Delivered
DEL01554,ORD01554,2024-06-24,2024-06-29,Blue Dart,Delivered
DEL01555,ORD01555,2024-09-09,2024-09-13,DTDC,Delivered
DEL01556,ORD01556,2024-02-24,2024-02-29,Blue Dart,Delivered
DEL01557,ORD01557,2025-03-01,2025-03-08,Delhivery,Delayed
DEL01558,ORD01558,2024-09-23,2024-09-29,DTDC,Delivered
DEL01559,ORD01559,2025-01-09,2025-01-11,Ecom Express,Delivered
DEL01560,ORD01560,2024-02-09,2024-02-11,DTDC,Delivered
DEL01561,ORD01561,2025-12-20,2025-12-25,Blue Dart,Delivered
DEL01562,ORD01562,2024-12-16,2024-12-23,Delhivery,Delayed
DEL01563,ORD01563,2025-06-10,2025-06-15,Delhivery,Delivered
DEL01564,ORD01564,2024-04-30,2024-05-02,DTDC,Delivered
DEL01565,ORD01565,2025-01-17,2025-01-21,Xpressbees,Delivered
DEL01566,ORD01566,2025-12-20,2025-12-26,Blue Dart,Delivered
DEL01567,ORD01567,2024-12-11,2024-12-16,Xpressbees,Delivered
DEL01568,ORD01568,2025-07-13,2025-07-18,DTDC,Delivered
DEL01569,ORD01569,2025-12-12,2025-12-19,Blue Dart,Delayed
DEL01570,ORD01570,2025-09-07,2025-09-11,Xpressbees,Delivered
DEL01571,ORD01571,2025-06-05,2025-06-10,DTDC,Delivered
DEL01572,ORD01572,2025-02-15,2025-02-18,Blue Dart,Delivered
DEL01573,ORD01573,2025-09-04,2025-09-07,Ecom Express,Delivered
DEL01574,ORD01574,2025-11-12,2025-11-15,DTDC,Delivered
DEL01575,ORD01575,2024-12-22,2024-12-24,DTDC,Delivered
DEL01576,ORD01576,2024-07-24,2024-07-26,Ecom Express,Delivered
DEL01577,ORD01577,2024-07-27,2024-08-05,Ecom Express,Delayed
DEL01578,ORD01578,2025-01-19,2025-01-22,DTDC,Delivered
DEL01579,ORD01579,2025-12-06,2025-12-11,Ecom Express,Delivered
DEL01580,ORD01580,2025-12-26,2025-12-30,DTDC,Delivered
DEL01581,ORD01581,2025-02-13,2025-02-16,Blue Dart,Delivered
DEL01582,ORD01582,2025-09-04,2025-09-07,Xpressbees,Delivered
DEL01583,ORD01583,2025-08-24,2025-08-29,DTDC,Delivered
DEL01584,ORD01584,2025-01-06,2025-01-10,Delhivery,Delivered
DEL01585,ORD01585,2024-03-21,2024-03-25,DTDC,Delivered
DEL01586,ORD01586,2024-11-05,2024-11-10,Xpressbees,Delivered
DEL01587,ORD01587,2024-06-05,2024-06-09,DTDC,Delivered
DEL01588,ORD01588,2024-09-25,2024-10-03,Ecom Express,Delayed
DEL01589,ORD01589,2024-04-19,2024-04-23,Delhivery,Delivered
DEL01590,ORD01590,2025-02-19,2025-02-26,DTDC,Delayed
DEL01591,ORD01591,2025-01-30,2025-02-04,Ecom Express,Delivered
DEL01592,ORD01592,2025-02-17,2025-02-21,Delhivery,Delivered
DEL01593,ORD01593,2024-04-30,2024-05-03,Xpressbees,Delivered
DEL01594,ORD01594,2024-12-11,2024-12-15,Xpressbees,Delivered
DEL01595,ORD01595,2025-06-28,2025-06-30,Delhivery,Delivered
DEL01596,ORD01596,2025-12-25,2025-12-31,DTDC,Delivered
DEL01597,ORD01597,2025-04-10,2025-04-12,Xpressbees,Delivered
DEL01598,ORD01598,2025-05-17,2025-05-20,DTDC,Delivered
DEL01599,ORD01599,2025-03-11,2025-03-13,Xpressbees,Delivered
DEL01600,ORD01600,2024-10-27,2024-10-31,DTDC,Delivered
DEL01601,ORD01601,2024-02-07,2024-02-16,xpressbees,Delayed
DEL01602,ORD01602,2025-02-09,2025-02-12,Delhivery,Delivered
DEL01603,ORD01603,2024-05-30,2024-06-01,Blue Dart,Delivered
DEL01604,ORD01604,2025-12-06,2025-12-11,Xpressbees,Delivered
DEL01605,ORD01605,2024-03-21,2024-03-24,Ecom Express,Delivered
DEL01606,ORD01606,2025-10-17,2025-10-20,Delhivery,Delivered
DEL01607,ORD01607,2024-12-13,2024-12-19,Xpressbees,Delivered
DEL01608,ORD01608,2024-09-21,2024-09-24,Ecom Express,Delivered
DEL01609,ORD01609,2024-09-25,2024-09-27,Delhivery,Delivered
DEL01610,ORD01610,2025-12-11,2025-12-13,Ecom Express,Delivered
DEL01611,ORD01611,2025-03-25,2025-04-02,Ecom Express,Delayed
DEL01612,ORD01612,2025-02-13,2025-02-17,Blue Dart,Delivered
DEL01613,ORD01613,2024-07-31,2024-08-04,Xpressbees,Delivered
DEL01614,ORD01614,2025-09-07,2025-09-14,DTDC,Delayed
DEL01615,ORD01615,2024-11-28,2024-12-01,Ecom Express,Delivered
DEL01616,ORD01616,2025-04-16,2025-04-20,DTDC,Delivered
DEL01617,ORD01617,2025-05-02,2025-05-08,Delhivery,Delivered
DEL01618,ORD01618,2025-04-02,2025-04-05,Xpressbees,Delivered
DEL01619,ORD01619,2024-06-25,2024-06-29,Xpressbees,Delivered
DEL01620,ORD01620,2025-08-09,2025-08-16,Blue Dart,Delayed
DEL01621,ORD01621,2024-03-26,2024-03-30,Ecom Express,Delivered
DEL01622,ORD01622,2025-04-09,2025-04-14,Xpressbees,Delivered
DEL01623,ORD01623,2025-10-02,2025-10-08,Blue Dart,Delivered
DEL01624,ORD01624,2024-10-18,2024-10-21,Xpressbees,Delivered
DEL01625,ORD01625,2025-01-24,2025-01-29,Xpressbees,Delivered
DEL01626,ORD01626,2025-08-09,2025-08-11,Ecom Express,Delivered
DEL01627,ORD01627,2025-02-14,2025-02-16,Delhivery,Delivered
DEL01628,ORD01628,2024-10-14,2024-10-17,Ecom Express,Delivered
DEL01629,ORD01629,2025-10-12,2025-10-15,Ecom Express,Delivered
DEL01630,ORD01630,2025-02-17,2025-02-21,Blue Dart,Delivered
DEL01631,ORD01631,2024-06-30,2024-07-05,Xpressbees,Delivered
DEL01632,ORD01632,2025-04-21,2025-04-23,DTDC,Delivered
DEL01633,ORD01633,2025-03-04,2025-03-11,Xpressbees,Delayed
DEL01634,ORD01634,2024-08-17,2024-08-19,Ecom Express,Delivered
DEL01635,ORD01635,2025-08-09,2025-08-11,Delhivery,Delivered
DEL01636,ORD01636,2025-08-06,2025-08-10,Ecom Express,Delivered
DEL01637,ORD01637,2025-09-08,2025-09-12,Xpressbees,Delivered
DEL01638,ORD01638,2024-06-14,2024-06-21,Ecom Express,Delayed
DEL01639,ORD01639,2024-07-23,2024-07-25,Blue Dart,Delivered
DEL01640,ORD01640,2025-08-15,2025-08-19,Xpressbees,Delivered
DEL01641,ORD01641,2024-06-30,2024-07-06,DTDC,Delivered
DEL01642,ORD01642,2024-12-06,2024-12-09,Xpressbees,Delivered
DEL01643,ORD01643,2024-01-10,2024-01-15,Delhivery,Delivered
DEL01644,ORD01644,2025-04-28,2025-05-02,Ecom Express,Delivered
DEL01645,ORD01645,2025-07-05,2025-07-11,Blue Dart,Delivered
DEL01646,ORD01646,2025-05-09,2025-05-11,Ecom Express,Delivered
DEL01647,ORD01647,2024-02-10,2024-02-17,DTDC,Delayed
DEL01648,ORD01648,2025-03-15,2025-03-18,Delhivery,Delivered
DEL01649,ORD01649,2025-08-17,2025-08-20,DTDC,Delivered
DEL01650,ORD01650,2024-12-13,2024-12-15,Blue Dart,Delivered
DEL01651,ORD01651,2025-10-19,2025-10-26,Blue Dart,Delayed
DEL01652,ORD01652,2024-09-25,2024-09-29,DTDC,Delivered
DEL01653,ORD01653,2025-12-18,2025-12-22,DTDC,Delivered
DEL01654,ORD01654,2024-06-02,2024-06-04,Delhivery,Delivered
DEL01655,ORD01655,2025-01-08,2025-01-12,Ecom Express,Delivered
DEL01656,ORD01656,2024-11-09,2024-11-18,Ecom Express,Delayed
DEL01657,ORD01657,2025-12-12,2025-12-16,DTDC,Delivered
DEL01658,ORD01658,2025-10-16,2025-10-18,Blue Dart,Delivered
DEL01659,ORD01659,2024-01-14,2024-01-19,Blue Dart,Delivered
DEL01660,ORD01660,2025-02-19,2025-02-22,Ecom Express,Delivered
DEL01661,ORD01661,2025-05-29,2025-05-31,Blue Dart,Delivered
DEL01662,ORD01662,2025-10-26,2025-10-29,Delhivery,Delivered
DEL01663,ORD01663,2024-01-16,2024-01-18,Ecom Express,Delivered
DEL01664,ORD01664,2024-06-03,2024-06-06,Delhivery,Delivered
DEL01665,ORD01665,2024-07-20,2024-07-28,Blue Dart,Delayed
DEL01666,ORD01666,2025-06-20,2025-06-23,Ecom Express,Delivered
DEL01667,ORD01667,2025-02-13,2025-02-17,Delhivery,Delivered
DEL01668,ORD01668,2025-07-01,2025-07-06,DTDC,Delivered
DEL01669,ORD01669,2024-09-11,2024-09-13,Blue Dart,Delivered
DEL01670,ORD01670,2024-09-08,2024-09-11,Ecom Express,Delivered
DEL01671,ORD01671,2025-07-19,2025-07-22,Xpressbees,Delivered
DEL01672,ORD01672,2024-05-15,2024-05-23,DTDC,Delayed
DEL01673,ORD01673,2025-08-19,2025-08-25,Ecom Express,Delivered
DEL01674,ORD01674,2024-11-23,2024-11-28,Blue Dart,Delivered
DEL01675,ORD01675,2025-05-03,2025-05-05,Delhivery,Delivered
DEL01676,ORD01676,2024-11-05,2024-11-09,Blue Dart,Delivered
DEL01677,ORD01677,2025-03-29,2025-04-01,Ecom Express,Delivered
DEL01678,ORD01678,2024-01-01,2024-01-04,Ecom Express,Delivered
DEL01679,ORD01679,2024-12-02,2024-12-04,Blue Dart,Delivered
DEL01680,ORD01680,2024-09-29,2024-10-01,Delhivery,Delivered
DEL01681,ORD01681,2025-05-30,2025-06-02,Blue Dart,Delivered
DEL01682,ORD01682,2024-01-08,2024-01-11,Blue Dart,Delivered
DEL01683,ORD01683,2025-03-19,2025-03-23,DTDC,Delivered
DEL01684,ORD01684,2025-07-06,2025-07-09,Blue Dart,Delivered
DEL01685,ORD01685,2024-08-08,2024-08-13,Ecom Express,Delivered
DEL01686,ORD01686,2024-04-16,2024-04-18,Delhivery,Delivered
DEL01687,ORD01687,2024-11-29,2024-12-01,Xpressbees,Delivered
DEL01688,ORD01688,2024-06-11,2024-06-16,Blue Dart,Delivered
DEL01689,ORD01689,2025-09-01,2025-09-05,DTDC,Delivered
DEL01690,ORD01690,2025-04-28,2025-05-01,Xpressbees,Delivered
DEL01691,ORD01691,2024-12-30,2025-01-04,Ecom Express,Delivered
DEL01692,ORD01692,2025-03-05,2025-03-07,DTDC,Delivered
DEL01693,ORD01693,2024-05-23,2024-05-28,Xpressbees,Delivered
DEL01694,ORD01694,2024-07-28,2024-07-30,Blue Dart,Delivered
DEL01695,ORD01695,2025-01-28,2025-01-31,Ecom Express,Delivered
DEL01696,ORD01696,2025-09-26,2025-09-28,Blue Dart,Delivered
DEL01697,ORD01697,2024-12-01,2024-12-08,Blue Dart,Delayed
DEL01698,ORD01698,2025-11-08,2025-11-11,DTDC,Delivered
DEL01699,ORD01699,2025-01-21,2025-01-29,Ecom Express,Delayed
DEL01700,ORD01700,2025-01-15,2025-01-17,Blue Dart,Delivered
DEL01701,ORD01701,2024-03-17,2024-03-19,Blue Dart,Delivered
DEL01702,ORD01702,2024-07-23,2024-07-29,Ecom Express,Delivered
DEL01703,ORD01703,2025-11-09,2025-11-14,DTDC,Delivered
DEL01704,ORD01704,2024-03-12,2024-03-14,Blue Dart,Delivered
DEL01705,ORD01705,2024-07-08,2024-07-15,Xpressbees,Delayed
DEL01706,ORD01706,2025-11-25,2025-11-27,Blue Dart,Delivered
DEL01707,ORD01707,2024-05-23,2024-05-29,Blue Dart,Delivered
DEL01708,ORD01708,2024-02-19,2024-02-23,Blue Dart,Delivered
DEL01709,ORD01709,2025-03-23,2025-03-25,DTDC,Delivered
DEL01710,ORD01710,2024-12-09,2024-12-12,Ecom Express,Delivered
DEL01711,ORD01711,2024-04-26,2024-04-30,DTDC,Delivered
DEL01712,ORD01712,2025-09-18,2025-09-27,Xpressbees,Delayed
DEL01713,ORD01713,2024-10-11,2024-10-14,Ecom Express,Delivered
DEL01714,ORD01714,2024-07-07,2024-07-09,DTDC,Delivered
DEL01715,ORD01715,2025-03-18,2025-03-22,DTDC,Delivered
DEL01716,ORD01716,2025-02-03,2025-02-06,Xpressbees,Delivered
DEL01717,ORD01717,2024-08-17,2024-08-24,Ecom Express,Delayed
DEL01718,ORD01718,2025-08-13,2025-08-21,Xpressbees,Delayed
DEL01719,ORD01719,2024-06-01,2024-06-09,DTDC,Delayed
DEL01720,ORD01720,2024-02-10,2024-02-19,Ecom Express,Delayed
DEL01721,ORD01721,2024-11-18,2024-11-24,Blue Dart,Delivered
DEL01722,ORD01722,2025-03-12,2025-03-17,Blue Dart,Delivered
DEL01723,ORD01723,2025-03-26,2025-03-28,DTDC,Delivered
DEL01724,ORD01724,2024-08-02,2024-08-09,Delhivery,Delayed
DEL01725,ORD01725,2025-01-24,2025-01-27,DTDC,Delivered
DEL01726,ORD01726,2025-06-12,2025-06-19,Delhivery,Delayed
DEL01727,ORD01727,2025-09-12,2025-09-14,Ecom Express,Delivered
DEL01728,ORD01728,2025-06-05,2025-06-14,Delhivery,Delayed
DEL01729,ORD01729,2024-01-17,2024-01-24,Ecom Express,Delayed
DEL01730,ORD01730,2024-12-30,2025-01-01,Xpressbees,Delivered
DEL01731,ORD01731,2024-11-04,2024-11-10,Delhivery,Delivered
DEL01732,ORD01732,2024-01-17,2024-01-19,Delhivery,Delivered
DEL01733,ORD01733,2024-05-25,2024-05-28,Ecom Express,Delivered
DEL01734,ORD01734,2024-06-08,2024-06-11,Xpressbees,Delivered
DEL01735,ORD01735,2024-08-03,2024-08-09,Xpressbees,Delivered
DEL01736,ORD01736,2025-03-06,2025-03-09,Ecom Express,Delivered
DEL01737,ORD01737,2025-11-15,2025-11-19,Delhivery,Delivered
DEL01738,ORD01738,2024-11-11,2024-11-20,DTDC,Delayed
DEL01739,ORD01739,2024-01-29,2024-02-02,Xpressbees,Delivered
DEL01740,ORD01740,2025-02-23,2025-02-26,Xpressbees,Delivered
DEL01741,ORD01741,2024-06-23,2024-06-25,DTDC,Delivered
DEL01742,ORD01742,2025-03-07,2025-03-14,Xpressbees,Delayed
DEL01743,ORD01743,2025-07-04,2025-07-11,Blue Dart,Delayed
DEL01744,ORD01744,2025-04-25,2025-04-28,Ecom Express,Delivered
DEL01745,ORD01745,2025-09-20,2025-09-26,Blue Dart,Delivered
DEL01746,ORD01746,2025-08-07,2025-08-10,Delhivery,Delivered
DEL01747,ORD01747,2024-08-20,2024-08-22,Ecom Express,Delivered
DEL01748,ORD01748,2025-09-21,2025-09-23,DTDC,Delivered
DEL01749,ORD01749,2024-11-06,2024-11-13,Delhivery,Delayed
DEL01750,ORD01750,2024-10-01,2024-10-07,Delhivery,Delivered
DEL01751,ORD01751,2025-08-17,2025-08-20,Xpressbees,Delivered
DEL01752,ORD01752,2024-07-22,2024-07-25,Blue Dart,Delivered
DEL01753,ORD01753,2024-09-01,2024-09-06,DTDC,Delivered
DEL01754,ORD01754,2024-12-20,2024-12-25,DTDC,Delivered
DEL01755,ORD01755,2025-09-28,2025-10-02,Xpressbees,Delivered
DEL01756,ORD01756,2025-06-12,2025-06-20,Delhivery,Delayed
DEL01757,ORD01757,2025-05-16,2025-05-20,Delhivery,Delivered
DEL01758,ORD01758,2024-12-16,2024-12-20,Blue Dart,Delivered
DEL01759,ORD01759,2025-10-21,2025-10-23,DTDC,Delivered
DEL01760,ORD01760,2024-04-25,2024-04-27,Xpressbees,Delivered
DEL01761,ORD01761,2024-11-12,2024-11-14,Delhivery,Delivered
DEL01762,ORD01762,2024-07-06,2024-07-10,Xpressbees,Delivered
DEL01763,ORD01763,2024-01-20,2024-01-22,Blue Dart,Delivered
DEL01764,ORD01764,2025-06-28,2025-06-30,Delhivery,Delivered
DEL01765,ORD01765,2025-06-28,2025-07-05,Xpressbees,Delayed
DEL01766,ORD01766,2025-10-13,2025-10-16,DTDC,Delivered
DEL01767,ORD01767,2025-09-18,2025-09-22,DTDC,Delivered
DEL01768,ORD01768,2024-10-30,2024-11-01,Blue Dart,Delivered
DEL01769,ORD01769,2024-11-05,2024-11-08,DTDC,Delivered
DEL01770,ORD01770,2024-08-03,2024-08-05,Blue Dart,Delivered
DEL01771,ORD01771,2024-05-25,2024-05-27,Delhivery,Delivered
DEL01772,ORD01772,2025-02-05,2025-02-10,Blue Dart,Delivered
DEL01773,ORD01773,2024-09-12,2024-09-14,Xpressbees,Delivered
DEL01774,ORD01774,2024-05-25,2024-05-27,Xpressbees,Delivered
DEL01775,ORD01775,2024-06-05,2024-06-07,DTDC,Delivered
DEL01776,ORD01776,2024-01-14,2024-01-22,Ecom Express,Delayed
DEL01777,ORD01777,2025-10-07,2025-10-10,DTDC,Delivered
DEL01778,ORD01778,2024-05-09,2024-05-13,Xpressbees,Delivered
DEL01779,ORD01779,2024-12-15,2024-12-21,Xpressbees,Delivered
DEL01780,ORD01780,2024-04-26,2024-04-30,Xpressbees,Delivered
DEL01781,ORD01781,2025-12-09,2025-12-14,Delhivery,Delivered
